FileName,LOSS,UD_P_SNR,UD_S_SNR,UD_P_CC,UD_S_CC,UD_N_CC,NS_P_SNR,NS_S_SNR,NS_P_CC,NS_S_CC,NS_N_CC,EW_P_SNR,EW_S_SNR,EW_P_CC,EW_S_CC,EW_N_CC
110904.004409_E.SNSM.npz,12.889932443130107,18.553873300552368,18.298969268798828,0.82406675942579,0.7216503689108211,0.17817845048969896,28.798205852508545,33.77147197723389,0.8179738017850934,0.9530682675484644,0.4915979557250023,24.31105613708496,28.074979782104492,0.8309784877629413,0.8412855415194334,0.2945042008977728
110904.004409_E.SRTM.npz,-8.698631225252837,-5.3857070207595825,-6.228875517845154,0.9020378361172158,0.9454093117328789,0.8550554465173271,-9.995381832122803,-6.444073915481567,0.857290246644532,0.9372967785000851,0.911466994348105,-3.4629687666893005,-4.0287163853645325,0.9558564440848375,0.8872444381968478,0.8792741807515312
110904.004409_E.SSHM.npz,23.63015353594784,19.95430827140808,18.671292066574097,0.9501705067049439,0.8565642871422076,0.08581050843829903,31.776432991027832,35.09573936462402,0.8761221828971721,0.9856042814576476,0.4658207441076082,36.10399007797241,37.75627851486206,0.9579463886068309,0.8961749163237825,0.6512438686110152
110904.004409_E.TK2M.npz,18.269856562497548,19.56565499305725,18.356274366378784,0.842236505252998,0.8931791496868003,0.06472167900649776,28.12307834625244,33.76007795333862,0.6397458259089727,0.9616387152204979,0.8878009608145248,29.0602707862854,32.22669839859009,0.43035464448315036,0.9369444569756241,0.775490339389859
110904.004409_E.TKWM.npz,7.783515150728838,12.800459861755371,13.1572425365448,0.7261129789458441,0.7683864596893747,0.18941603288005268,29.684278964996338,33.40818643569946,0.5453989476439425,0.917332968441675,0.5690683737231361,19.907814264297485,23.034844398498535,0.616629316309261,0.8887085745573963,0.11235857546572546
110904.004409_E.YMKM.npz,13.452225546451826,18.901880979537964,18.48556876182556,0.9122056421996877,0.932402769466238,0.21875685116400326,22.061128616333008,25.700464248657227,0.7199387955461886,0.7542421873224899,0.6534733275634096,21.77589178085327,24.25903081893921,0.7004133882166386,0.8353506224090077,0.6108311948238576
110904.011624_E.HSDM.npz,4.985762848044978,12.021644115447998,8.836296796798706,0.9891252034810712,0.940453794997966,0.16822387124473406,22.61927604675293,24.248721599578857,0.8886618468805169,0.9519139069238163,0.11813848239059188,17.801828384399414,17.745420932769775,0.9370472860768518,0.9955967529398746,0.21136545644784688
110904.011624_E.IIDM.npz,6.4477685068474875,10.834672451019287,8.539626002311707,0.9547127493383141,0.8776131296397711,0.29980518825685964,19.392690658569336,21.39559030532837,0.8752234225695705,0.9155895118540919,0.11642738433627448,18.23754072189331,20.87606430053711,0.91889591546899,0.9431443428342341,0.31479997148294986
110904.011624_E.MD1M.npz,16.952973994193744,18.14769983291626,14.899590015411377,0.95633278774029,0.9151803862663446,0.2621542457749714,28.051471710205078,31.107285022735596,0.8470221682808788,0.9882046219460905,0.340917493582486,32.061870098114014,33.12701225280762,0.8857632511087699,0.93981488037906,0.4863945176044895
110904.011624_E.MOKM.npz,12.787543560416438,12.627190351486206,9.822763204574585,0.9228079561840429,0.8861633308642342,0.2320789315858116,19.245662689208984,22.599244117736816,0.8799547561366858,0.9617787093569599,0.3508378678475924,29.108519554138184,30.020484924316406,0.9345143292329525,0.9879370630278428,0.3970906661160965
110904.011624_E.NKMM.npz,8.65936013432402,26.87384605407715,22.651405334472656,0.9864662756187512,0.9822566334988422,0.009856158083567108,25.459928512573242,24.894351959228516,0.9823047094726951,0.9897659403732417,0.07639692289533995,31.69588327407837,33.24097156524658,0.8924213757917951,0.984266318408738,0.3815781791117855
110904.011624_E.NKNM.npz,6.455137861129953,13.643091917037964,8.862144947052002,0.9637977779575289,0.9454589437028526,0.23950633550481798,19.45949912071228,20.66962718963623,0.9687935607276068,0.9196646494441089,0.19522725768117494,21.753756999969482,22.579076290130615,0.9530290183443324,0.9106422738689289,0.1942467034669239
110904.011624_E.SNSM.npz,4.771325850054663,15.979877710342407,11.136503219604492,0.9452485981004981,0.8469410300341084,0.3277897026018147,21.524887084960938,24.10252571105957,0.7945974705225678,0.9682627727394338,0.07075096154335418,19.096826314926147,23.366191387176514,0.8469660633849948,0.9913880105068927,0.1322237690101365
110904.011624_E.SSHM.npz,3.624228807372837,15.42465090751648,13.544092178344727,0.9346958470180109,0.9886329778466776,0.14463301522023034,16.517592668533325,18.118290901184082,0.9427550197931561,0.9714783110043534,0.15882582766978096,18.387584686279297,20.18329381942749,0.8821533263650649,0.9506595127516007,0.060678202039637724
110904.011624_E.TACM.npz,10.890615774469211,16.085001230239868,11.101281642913818,0.9908404922823749,0.9925885393970139,0.32869467967145594,25.44374704360962,25.22838592529297,0.9807115844972766,0.9829844903437105,0.11473620607960464,28.820722103118896,29.452497959136963,0.992270320166722,0.9867939757454189,0.3203439807659103
110904.011624_E.TK2M.npz,7.309721385309274,13.892637491226196,11.338520050048828,0.9963494285065397,0.973206707045094,0.15519540003900736,19.0386164188385,21.957545280456543,0.9515053605409122,0.9872239473323715,0.19167122180449755,23.424859046936035,25.38257122039795,0.8709098872363461,0.9514646285719983,0.2658265295165135
110904.011624_E.TKWM.npz,17.931858615277722,20.793449878692627,16.773381233215332,0.9846829065312259,0.9609656585096336,0.4075512266837681,31.17386817932129,32.20086097717285,0.9297513996777939,0.95517777819486,0.30718900970351437,28.8038969039917,29.692742824554443,0.8219917664992551,0.9187008496391228,0.49845486845917736
110904.021620_E.HSDM.npz,21.405915357130976,20.271501541137695,18.76530885696411,0.7134092285752474,0.8643437474854547,0.2753996287226796,30.517032146453857,33.473708629608154,0.7256175944936665,0.8888765499493002,0.9268257772384182,22.042901515960693,24.420452117919922,0.810482708626613,0.8098639614141183,0.6340031888162907
110904.021620_E.MD1M.npz,2.3162582292614338,8.581210374832153,3.817392587661743,0.7933119294817199,0.7814455584930019,0.2288636180847538,6.18034303188324,9.847753643989563,0.6923868774495762,0.6926693500887837,0.3668584157186894,18.019630908966064,19.36408042907715,0.5317250072646333,0.6697409225988682,0.1779933752521881
110904.021620_E.MOKM.npz,11.31000090339073,14.277065992355347,8.653667569160461,0.8695105107213426,0.8721621270675403,0.42255164876591467,24.047560691833496,26.323750019073486,0.7738389075524169,0.7888435592782129,0.4546184409733298,19.174553155899048,19.186158180236816,0.8889393669817061,0.9285000973654198,0.3980500971414515
110904.021620_E.NKMM.npz,9.575475758658316,17.2363543510437,12.968556880950928,0.9247524467000912,0.6682770161006767,0.14459043909794014,27.461073398590088,28.66922616958618,0.7410841296843887,0.8759563867555541,0.5639457643033653,23.777756690979004,24.950847625732422,0.41508607539106257,0.7900903239131947,0.3428319982409651
110904.021620_E.SNSM.npz,2.892151264184072,14.196525812149048,12.36735463142395,0.5259588466053206,0.6545836880345889,0.2030197468481297,15.164623260498047,19.416072368621826,0.4677835289310684,0.8828422693770108,0.206927867756585,19.769693613052368,21.074752807617188,0.5258133041380547,0.921524180705019,0.195267657567971
110904.021620_E.SRTM.npz,8.849335529231512,20.708425045013428,15.426915884017944,0.8139936027006314,0.8149420884632022,0.32250239934264574,21.31610631942749,22.6383113861084,0.508492509439406,0.76044766502654,0.8349876099267188,13.166542053222656,13.888561725616455,0.7819865522259829,0.7254353486691192,0.3013875055177973
110904.021620_E.SSHM.npz,2.792874351726463,12.864317893981934,7.542417645454407,0.906433087562902,0.8124587418887728,0.3202949619386452,15.027328729629517,13.637522459030151,0.7421495402935874,0.8103069742095482,0.06436983893184522,14.716644287109375,12.088664770126343,0.9423760000450131,0.8786204121187241,0.1106356778964246
110904.021620_E.TACM.npz,3.564296088830744,8.909589052200317,6.375052332878113,0.8917775523676175,0.9773766133770417,0.307552634755268,11.350148916244507,12.973743677139282,0.681722334269371,0.871026633699052,0.12055333485912774,18.15245509147644,18.705718517303467,0.7477909010704189,0.8889088692525488,0.1981372872982546
110904.021620_E.TK2M.npz,10.47691166090141,13.528043031692505,9.87910807132721,0.8796456476550376,0.9326065784654832,0.1130212343941717,27.704603672027588,31.123714447021484,0.8402627979674406,0.9871648677762785,0.3253524511561668,29.628922939300537,33.19701433181763,0.5965858974099411,0.785675038516945,0.4545073221788094
110904.021620_E.TKWM.npz,8.71208979307872,20.34857749938965,20.377659797668457,0.8950427770407201,0.7845865748329378,0.21988342104054795,30.185048580169678,31.045289039611816,0.48944197944939777,0.821690610416458,0.6304100826313124,19.38462734222412,19.188480377197266,0.8018464151647113,0.9252859255692987,0.15108445548843943
110904.021620_E.YMKM.npz,11.279791345209302,18.479965925216675,16.114813089370728,0.8309381910606567,0.7550020475865161,0.29707843176667414,27.49040126800537,27.60427474975586,0.7067436158795094,0.8697079539145923,0.7034232567507164,21.101806163787842,21.627113819122314,0.663922759209499,0.8429647356298509,0.1493142711715814
110904.030510_E.HSDM.npz,6.895646124654924,11.822901964187622,11.520031690597534,0.769252265821056,0.9628320160671009,0.13725617649963032,24.32499885559082,28.23634624481201,0.849851001438547,0.9695242056969627,0.3182798954269961,19.124271869659424,22.81651020050049,0.8831715758952811,0.9061287181208979,0.1349616778334353
110904.030510_E.IIDM.npz,4.376867025401773,11.891189813613892,8.198742866516113,0.9429523296505625,0.9727644796141819,0.2764787347855242,21.327683925628662,24.507508277893066,0.8274391359450716,0.9599889345934826,0.08706021881978736,18.571460247039795,20.09373426437378,0.7330633415616332,0.9563198828654208,0.1795160628783363
110904.030510_E.MD1M.npz,5.014025500922467,15.431923866271973,14.53346848487854,0.8316977862027857,0.8545894556982772,0.19102017516213105,20.881938934326172,25.142204761505127,0.5736601878744719,0.9733542422707782,0.16212461614320758,19.66743230819702,22.761240005493164,0.6628701030345737,0.8348108818178367,0.28993365282818134
110904.030510_E.MOKM.npz,9.311314508874595,12.696658372879028,12.624337673187256,0.8675685177189655,0.7522531934055342,0.11780650051345806,21.222622394561768,27.59397268295288,0.6086345674314846,0.9632896863780022,0.3940873254987444,23.32738161087036,26.940267086029053,0.7219241095140561,0.8852840208615429,0.4578185311562327
110904.030510_E.NKMM.npz,13.02554062236416,27.74014711380005,25.48900604248047,0.8804389289779125,0.8912891628269838,0.28837490031133867,27.781453132629395,29.43960189819336,0.8938032897805152,0.9406215112806616,0.327900510996712,27.809970378875732,29.763832092285156,0.6169153004866723,0.9539782079312482,0.3322157598505403
110904.030510_E.NKNM.npz,5.166260889989846,10.386595726013184,8.090295195579529,0.8029151576835404,0.854227016368039,0.1540023591979103,15.941303968429565,22.363102436065674,0.7664181516355788,0.9664690234953639,0.36341470644854473,12.570804357528687,16.47456169128418,0.6735337742186795,0.8543343441397128,0.19362015828845164
110904.030510_E.SNSM.npz,1.375622905388556,6.068987846374512,4.904994368553162,0.6668054735559547,0.7033760781265647,0.24557157726614312,8.221856355667114,16.319280862808228,0.6541557485095497,0.9394575276524514,0.14400001092185508,9.41969096660614,16.32418155670166,0.5138589906903949,0.9697643912272784,0.0538745393081748
110904.030510_E.SRTM.npz,8.867022926940912,20.856008529663086,19.355210065841675,0.8564060012096638,0.7911575178262197,0.18498926104245236,19.646717309951782,24.69186305999756,0.7471026449998012,0.8608511933923473,0.3434389908599653,22.071642875671387,24.327361583709717,0.6878511077576271,0.955515393537756,0.385870809483015
110904.030510_E.SSHM.npz,4.24204965651317,17.974649667739868,15.63118577003479,0.8845499662515379,0.917392711899594,0.20670465947598377,25.042147636413574,27.04218626022339,0.8642245450026225,0.9513258295737427,0.08529932280081684,26.924586296081543,28.377583026885986,0.7452202802613971,0.9746689000361453,0.08555405619055165
110904.030510_E.TACM.npz,9.553658536812904,17.145007848739624,17.086275815963745,0.9494330713939935,0.9754052568935628,0.18770357563591644,31.024324893951416,36.48951292037964,0.9044597047010909,0.9738829063974322,0.18878050352428244,26.457700729370117,30.254826545715332,0.7164166584096056,0.9852526880419041,0.28688164304870933
110904.030510_E.TK2M.npz,13.572963199833259,15.569100379943848,14.671757221221924,0.9276855768532293,0.9788982780974208,0.18631903506140218,30.924434661865234,34.47140693664551,0.7987010480846584,0.9674883912951627,0.445400886640716,21.942193508148193,24.92760419845581,0.6546514927689518,0.9004559062031092,0.47393937779618883
110904.030510_E.TKWM.npz,13.02797879258626,31.29218816757202,29.089152812957764,0.8822055821671272,0.9277750978861794,0.28820094621665027,33.579747676849365,36.40775680541992,0.8736717804219981,0.9304583956990515,0.3607646364042209,19.41698670387268,21.20941400527954,0.8122484480159007,0.7946474288549512,0.1645666099621122
110904.030510_E.YMKM.npz,12.863977144844862,14.36999797821045,12.646647691726685,0.942884542888996,0.9594056190034769,0.20479932546521165,30.158333778381348,30.57884454727173,0.6140165459782126,0.8279992124116953,0.7519328934464606,27.80815839767456,28.888649940490723,0.6490247947070659,0.8483138983534344,0.3321293022303228
110904.031755_E.HSDM.npz,3.1994861191924726,10.112465620040894,7.973148822784424,0.845821478697727,0.8455605219101812,0.6238427825019623,5.145008563995361,8.877771496772766,0.5823558164018799,0.6218409676276069,0.3362817313495169,-0.8140750229358673,0.29153473675251007,0.6643864766168915,0.8048020550451029,0.6386546593781978
110904.031755_E.MOKM.npz,6.013856679912322,7.408742904663086,3.6113426089286804,0.5893640650179637,0.8456564316489956,0.20509099186021734,20.87535858154297,21.759982109069824,0.49858232538231434,0.7307266538653597,0.7322421518739936,13.461357355117798,22.055211067199707,0.5694871245162478,0.5795157072174341,0.4727284116784206
110904.031755_E.NKNM.npz,7.232098052121242,10.737903118133545,7.9581063985824585,0.5693192808182569,0.8593699543510661,0.7661107247627547,14.483574628829956,10.999808311462402,0.22766949061741695,0.9163007553049222,0.8619323760477812,7.759256362915039,15.683391094207764,0.7241515199473963,0.7099764587912102,0.8385247301628863
110904.031755_E.SNSM.npz,2.7151905624419004,12.200899124145508,8.25786292552948,0.46796620674223416,0.5932344259102942,0.1615059683020227,16.817138195037842,20.683071613311768,0.49342033157573584,0.6591649998680558,0.3636015019868992,11.988857984542847,13.096867799758911,0.5569111327905975,0.6172100838741638,0.32397022588975094
110904.031755_E.TK2M.npz,5.869717899940311,14.118931293487549,8.96222472190857,0.7430766872006466,0.7000600827361866,0.09920307234428816,21.196069717407227,24.169976711273193,0.5545259677598591,0.7333742813949811,0.574640636902975,21.44724130630493,23.675217628479004,0.5895031556829816,0.7496092461031125,0.29170073354512616
110904.032808_E.HSDM.npz,6.731686767344008,10.012121200561523,13.317586183547974,0.7152507953246268,0.9416786089587683,0.3484191770759374,9.79759156703949,15.565450191497803,0.7964127280656068,0.9825278596697641,0.3610412461865827,8.516570329666138,16.769174337387085,0.7032451265870808,0.9926108511285088,0.42801717757039986
110904.032808_E.IIDM.npz,7.444600785215002,8.802030682563782,11.940505504608154,0.8427080630087512,0.9271633144859549,0.3484368166845605,12.016332149505615,17.079533338546753,0.7575773994616466,0.8789707512918885,0.21724407391046296,14.27249550819397,24.190750122070312,0.635622111925773,0.8341314486221973,0.6118675519706449
110904.032808_E.MOKM.npz,12.998206171121153,14.263253211975098,17.263317108154297,0.7222711960092246,0.7505941243338992,0.5374125926526699,17.301886081695557,28.337891101837158,0.7160085465643677,0.9736120935366316,0.6614872509962102,9.70671832561493,21.56137228012085,0.5311723233879665,0.7827193726500312,0.6741090731405096
110904.032808_E.NKMM.npz,4.73723572727489,5.918814539909363,8.882695436477661,0.7628013522026452,0.9478950167785493,0.5715902974573679,5.615771412849426,10.722963809967041,0.7003254496861154,0.8882831089167297,0.3641315726639497,4.654628932476044,12.194803953170776,0.6603429373566335,0.8142800352606403,0.4849102719367424
110904.032808_E.NKNM.npz,10.869648143640731,0.656844899058342,8.69122862815857,0.9270953029797838,0.9418694167757377,0.8825906179232631,2.942781448364258,18.90734553337097,0.9150693209188824,0.7868886625854081,0.7808036575189127,2.503611743450165,18.401787281036377,0.8255701003041576,0.9224336886628021,0.8241062524697095
110904.032808_E.SNSM.npz,12.43793225689303,10.09796142578125,14.198387861251831,0.7743295931203421,0.8190212390158004,0.24259711056283323,24.17365312576294,31.028804779052734,0.5434051452847755,0.9216769455562391,0.7539988903610427,10.074560642242432,21.913199424743652,0.6012268993323004,0.9476119931390553,0.6984763774283389
110904.032808_E.SRTM.npz,16.19387496200201,9.793815016746521,10.639106035232544,0.9283121513493722,0.9480403418623995,0.6222691409363569,14.229929447174072,21.008522510528564,0.7598717584733983,0.9619455312062042,0.7060250611445993,13.759186267852783,24.196693897247314,0.7535150053679144,0.898146304344569,0.7476866762688208
110904.032808_E.SSHM.npz,12.103285159140528,15.239773988723755,17.357996702194214,0.7111912551007384,0.7822497632914251,0.23942110316581247,17.475932836532593,23.472447395324707,0.6132024195115002,0.9068436333901378,0.5234406287253527,17.66586661338806,26.845593452453613,0.7618221075037976,0.8705859344668437,0.6791314193107191
110904.032808_E.TACM.npz,11.433653262714849,7.798721790313721,10.008125305175781,0.9290258807387435,0.9575096592474913,0.44072115481362223,8.953306078910828,12.626447677612305,0.8933198684795779,0.9643828598358196,0.44170239880604395,19.869574308395386,26.131422519683838,0.6923256425565718,0.973321489626684,0.6164328287534663
110904.032808_E.TK2M.npz,14.332758202775414,12.817498445510864,16.198136806488037,0.8450677053368251,0.9186846644783542,0.2832572908516348,16.02099895477295,24.12837266921997,0.5009021157359322,0.9264187819747809,0.8595137590301885,15.013664960861206,28.785500526428223,0.6082168326133399,0.8579351258493261,0.901507228238079
110904.032808_E.TKWM.npz,8.797201300198578,11.017695665359497,13.058241605758667,0.8105667578933273,0.7620634721471328,0.5602511615383976,11.7950439453125,17.62413740158081,0.7523967841586465,0.7663944093002478,0.18852661271965074,19.440184831619263,30.08096933364868,0.46011453750964,0.8969938395604902,0.727136954015373
110904.032808_E.YMKM.npz,9.19553027389825,14.943320751190186,17.225321531295776,0.8648711042580359,0.9241660939721661,0.2854993696677464,18.65528702735901,24.11867618560791,0.5637637209965614,0.9388602715219485,0.5715287947847917,13.906153440475464,18.713057041168213,0.6418987735915884,0.864706969479475,0.40354809440241085
110904.033748_E.HSDM.npz,2.683629287113247,28.49849224090576,24.544825553894043,0.9994473919203433,0.9795300005486465,-0.018831366934497974,36.16796016693115,36.63930654525757,0.9995036886381902,0.945712045825233,0.06587902994054093,23.24059009552002,22.224056720733643,0.9983224667637007,0.960636960022839,0.10309099491857741
110904.033748_E.IIDM.npz,17.34152153347942,23.979482650756836,21.077489852905273,0.9983727581888215,0.9411570474724521,0.21541681816344369,39.7307562828064,44.15507793426514,0.9864170828172166,0.972228846732605,0.3454606880860268,37.014734745025635,39.78648662567139,0.9945265730271371,0.9724814427582013,0.2034593787995133
110904.033748_E.MOKM.npz,18.23007774712489,19.897196292877197,15.422172546386719,0.998657022095277,0.9971454170667399,0.19139615279239264,36.948909759521484,38.3976936340332,0.9967825416673112,0.9993102834213987,0.4624800641941735,29.819140434265137,29.369947910308838,0.9895850663081821,0.9976624047007346,0.22671686177415282
110904.033748_E.NKMM.npz,15.80348562033896,23.908193111419678,20.710444450378418,0.9981687626466473,0.9386796723329395,0.09880779105621315,39.34686899185181,39.40819263458252,0.9991599579601007,0.9603997359296439,0.14231942569823575,43.06783676147461,43.58987808227539,0.9984827673365207,0.9477086940195435,0.39662888816013814
110904.033748_E.NKNM.npz,18.180733515880952,32.13479042053223,27.34243631362915,0.9984459119115207,0.995942706725187,0.11902814824664322,31.846537590026855,31.472749710083008,0.9880832012574583,0.9945546706626528,0.4936462035024515,37.193779945373535,37.95225381851196,0.9794093867607819,0.9973241931811874,0.2286831942835238
110904.033748_E.SNSM.npz,25.119155768755736,34.90089654922485,28.225741386413574,0.9987019885283944,0.9962172944833535,0.05114992060183562,44.1272497177124,44.53341484069824,0.9981843692166725,0.99903600356476,0.55908759793066,39.190592765808105,38.79910469055176,0.9954597748649607,0.9984491473470196,0.29302061334351176
110904.033748_E.SRTM.npz,14.942717632155476,29.839866161346436,24.06499147415161,0.9993905144530313,0.9979696488015852,0.09627999851329942,31.843059062957764,31.707606315612793,0.9967578000913188,0.9991925124273491,0.23667223649806834,40.43044567108154,38.23942184448242,0.9990710479510131,0.9989154705611449,0.31424779137471814
110904.033748_E.SSHM.npz,7.440263136476958,21.274559497833252,17.592862844467163,0.9987399019845801,0.9371781585863126,0.27934518905716327,34.842963218688965,35.59226036071777,0.9976934207569477,0.944953895656674,0.12865541443408998,28.89265537261963,29.916601181030273,0.9983915206893239,0.9532747488511458,0.06458618704316128
110904.033748_E.TACM.npz,48.71996529981419,36.353821754455566,31.644046306610107,0.9997634824092249,0.9456912377759731,0.18194821025659685,49.18672561645508,48.85502815246582,0.9995097932116932,0.9409612121871784,0.5378642294692887,49.83306407928467,50.65432548522949,0.9995809080521082,0.9510350922705072,0.888408244352715
110904.033748_E.TK2M.npz,21.961577783891144,26.05592966079712,21.554884910583496,0.9995200140423957,0.9535316899656321,0.0711075041000938,45.488224029541016,47.36682415008545,0.9988567932658768,0.9453757471226081,0.5202590940316059,42.590699195861816,43.20584774017334,0.9988241280281652,0.944462449056226,0.21054162183811534
110904.033748_E.TKWM.npz,10.073987129758935,25.487868785858154,18.749067783355713,0.9988665273833851,0.9531638697292747,0.03274704124260434,33.45258712768555,31.28835916519165,0.9995347110091836,0.9567002801491122,0.08950971064127887,39.93509769439697,39.75613355636597,0.9980133370220643,0.9791993231766342,0.2992004155379708
110904.033748_E.YMKM.npz,1.7486364527825817,21.710762977600098,18.104411363601685,0.9983203405361402,0.9427973264922599,-0.00821846438904406,35.50760269165039,35.41968107223511,0.9954320514308137,0.9455348800450106,0.0405859218820456,27.75907278060913,27.834208011627197,0.9988849009365461,0.95165076519994,0.05382511195727912
110904.040232_E.HSDM.npz,17.589447293874706,1.9697387516498566,24.727468490600586,0.8722110688163074,0.8261945295307931,0.9328508782175655,1.6013047099113464,24.251832962036133,0.897598497941132,0.8353923908605219,0.8349833448081214,0.7684355974197388,25.95221996307373,0.9349127273041653,0.8523890908146119,0.875124494009712
110904.040232_E.IIDM.npz,11.421137706229617,7.00491726398468,15.769789218902588,0.9171840712319431,0.6947267402674596,0.7745769712020653,2.757125496864319,10.767831802368164,0.9482288699923969,0.8451043228006282,0.8896851851943172,1.7059485614299774,22.34743595123291,0.8736973873421197,0.680133345220881,0.9361208591540103
110904.040232_E.NKMM.npz,11.514221662356233,-1.5217389166355133,16.55293583869934,0.9044570032093294,0.5605408979292622,0.8791665011030172,7.929893136024475,27.98072099685669,0.5261916272412053,0.8300473352659612,0.9353499389597195,0.9554394334554672,27.729716300964355,0.8206557965178051,0.7026637139080932,0.7963431502349241
110904.040232_E.SRTM.npz,10.552640642388914,1.9434742629528046,11.51380181312561,0.9253060311615872,0.8111395182268337,0.7558482312878169,4.944687187671661,24.895882606506348,0.6466799152270809,0.8769666009793529,0.6590999224410469,4.639112055301666,24.6372652053833,0.8726256640352992,0.5941972778990376,0.847788662112976
